Symbol	space_microg_rep1	space_microg_rep2	space_microg_rep3	space_1g_rep1	space_1g_rep2	ground_rep1	ground_rep2	ground_rep3
TSC22D2	82.4936321350874	63.1403592768247	83.926431995375	104.15352648593	82.9222141013172	89.8638054462854	78.5707681088715	87.6195383298548
SERP1	109.469277726223	104.601750465534	144.103897622754	105.161254114227	129.480998248368	112.657461122693	80.8418298645539	108.490089432559
EIF2A	93.944750960469	118.198519145294	108.446904332953	82.6011581775117	110.638473277258	84.5113016372887	87.8940742637782	89.6115879945769
SELT	97.1351124242569	127.73959931328	147.223465238889	73.0114920372654	116.755685792929	107.778307990683	85.9019148289691	71.2847310791334
ERICH6-AS1	0.911531846796546	1.10874937731947	1.07339960985292	0.35758077133122	1.28385941686921	0.582585448598285	0.836706962619829	0.674232194213643
SIAH2	26.7762479996485	23.8381116123686	26.4324653926281	32.7348942482307	24.0912443518399	28.2553942570168	23.1488926324819	43.2121542655108
MED12L	1.39578314040721	2.21749875463894	1.8449055794347	2.79563148495317	2.71876111807597	2.07546066063139	0.916393340012193	2.05334350055973
GPR87	1.05395869785851	1.02121653174162	1.03985587204501	3.51079302761561	0.641929708434605	0.327704314836535	0.159372754784729	2.20657809015374
MBNL1	333.478229076474	333.354253575657	326.145762706248	215.166102312849	326.175813026948	324.28162532602	333.846078085312	164.175539291022
MBNL1-AS1	5.35524959992971	5.33950358024904	5.33345431145669	2.43805071362195	5.51304337832072	6.69973265888027	5.29914409659225	2.45175343350416
RAP2B	66.9121346289089	46.0130991587581	60.9825153347689	94.3688162885937	48.9377001253675	47.0073633837741	45.3017055475593	84.033848933355
ARHGEF26	2.59216868932768	2.07161067867586	3.25374256736666	1.62536714241463	2.45443712048525	2.69445769976707	3.42651422787168	2.66628185893577
DHX36	83.3481932414591	105.943920764395	91.3060543131138	69.7282504095878	91.0784974555451	74.1339983341317	83.9894417715523	52.2836419694762
MME	62.269019284289	70.9599601484462	58.7015411638315	61.6014146975146	60.8322800169499	51.9229281063221	76.1403335984044	43.181507347592
C3orf33	5.32676422971731	6.09812157525709	5.53471673830411	4.19344722742976	4.94663481205489	3.89604018750103	3.62573017135259	4.47445001614509
